name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine
hyundai i20 1.4 crdi sportz,2010,285000,80000,diesel,individual,manual,second owner,23.0,1396.0
chevrolet spark 1.0 lt,2011,190000,20000,petrol,individual,manual,second owner,18.0,995.0
nissan sunny xl,2012,350000,110000,petrol,individual,manual,first owner,16.95,1498.0
hyundai grand i10 asta,2014,400000,40000,petrol,individual,manual,second owner,18.9,1197.0
toyota innova crysta 2.7 zx at bsiv,2016,2100000,40000,petrol,individual,automatic,first owner,10.75,2694.0
hyundai i20 sportz 1.2,2015,434999,90000,petrol,individual,manual,second owner,18.6,1197.0
maruti swift dzire vxi,2014,450000,50000,petrol,individual,manual,second owner,19.1,1197.0
daewoo matiz sd,2001,45000,137000,petrol,individual,manual,first owner,18.5,796.0
hyundai i20 asta 1.2,2015,450000,60000,petrol,individual,manual,first owner,18.6,1197.0
maruti swift vdi optional,2017,580000,30000,diesel,individual,manual,first owner,25.2,1248.0
hyundai creta 1.6 crdi sx,2016,900000,98000,diesel,individual,manual,first owner,19.67,1582.0
maruti ertiga shvs zdi,2016,750000,50000,diesel,individual,manual,first owner,24.52,1248.0
tata indigo cs ls (tdi) bs iii,2009,140000,120000,diesel,individual,manual,third owner,19.09,1396.0
hyundai grand i10 1.2 kappa sportz bsiv,2017,525000,30000,petrol,individual,manual,first owner,18.9,1197.0
tata indigo cs ls (tdi) bs iii,2009,114999,120000,diesel,individual,manual,third owner,19.09,1396.0
tata tiago 1.2 revotron xz,2016,399000,40000,petrol,individual,manual,first owner,23.84,1199.0
hyundai santro xing xl erlx euro ii,2006,150000,100000,petrol,individual,manual,second owner,19.462816502829906,1430.789693178433
tata indica v2 turbomax dls bs iv,2012,275000,90000,diesel,individual,manual,second owner,19.0,1405.0
hyundai i20 1.4 crdi magna,2011,340000,80000,diesel,individual,manual,second owner,21.9,1396.0
hyundai eon lpg era plus,2012,222000,120000,lpg,individual,manual,first owner,21.1,814.0
mahindra ssangyong rexton rx7,2013,850000,200000,diesel,individual,automatic,first owner,11.18,2696.0
tata indica v2 dls,2007,70000,110000,diesel,individual,manual,second owner,17.2,1396.0
tata tiago 1.2 revotron xt,2017,430000,38000,petrol,individual,manual,second owner,23.84,1199.0
tata tiago 1.2 revotron xt,2017,430000,35000,petrol,individual,manual,second owner,23.84,1199.0
maruti wagon r vxi bs iv,2014,320000,70000,petrol,individual,manual,first owner,20.51,998.0
hyundai santro xing xg,2005,95000,125000,petrol,individual,manual,fourth & above owner,19.462816502829906,1430.789693178433
renault fluence diesel e4,2012,500000,120000,diesel,individual,manual,second owner,21.8,1461.0
renault duster 110ps diesel rxl,2012,500000,110000,diesel,individual,manual,second owner,19.01,1461.0
tata indica vista aura plus 1.3 quadrajet bs iv,2010,229999,140000,diesel,individual,manual,first owner,18.4,1248.0
mahindra scorpio vls at 2.2 mhawk,2009,600000,155000,diesel,individual,automatic,second owner,11.79,2179.0
hyundai santro xing xl,2007,200000,120000,petrol,individual,manual,second owner,19.462816502829906,1430.789693178433
renault pulse rxl optional,2017,500000,80000,diesel,individual,manual,second owner,23.08,1461.0
mahindra bolero slx 2wd,2010,315000,120000,diesel,individual,manual,second owner,13.6,2523.0
maruti wagon r vxi minor,2011,265000,80000,petrol,individual,manual,first owner,18.9,998.0
ford figo 1.5d base mt,2015,350000,110000,diesel,individual,manual,second owner,25.83,1498.0
tata indigo cr4,2012,200000,230000,diesel,individual,manual,first owner,23.57,1396.0
tata indica v2 dle bsiii,2011,114999,172000,diesel,individual,manual,second owner,17.88,1396.0
hyundai i20 magna 1.2,2014,425000,25000,petrol,individual,manual,first owner,18.6,1197.0
ford ecosport 1.5 diesel trend bsiv,2019,900000,35000,diesel,individual,manual,first owner,23.0,1498.0
mahindra scorpio 2009-2014 sle 7s bsiv,2014,550000,126000,diesel,individual,manual,first owner,12.05,2179.0
honda wr-v i-dtec vx,2018,900000,30000,diesel,individual,manual,first owner,25.5,1498.0
hyundai i10 era,2011,165000,97000,petrol,individual,manual,third owner,19.81,1086.0
hyundai verna 1.6 crdi at sx option,2016,850000,120000,diesel,individual,automatic,first owner,19.08,1582.0
hyundai verna 1.6 crdi s option,2016,850000,120000,diesel,individual,manual,first owner,23.9,1582.0
mahindra thar crde ac,2014,550000,80000,diesel,individual,manual,second owner,16.55,2498.0
maruti swift dzire vdi bsiv,2011,500000,60000,diesel,individual,manual,second owner,19.3,1248.0
hyundai i10 era,2011,160000,60000,petrol,individual,manual,first owner,19.81,1086.0
honda city i dtec vx,2015,670000,60000,diesel,individual,manual,first owner,25.1,1498.0
maruti swift zdi,2014,430000,90000,diesel,individual,manual,first owner,22.9,1248.0
hyundai xcent 1.2 kappa base,2015,375000,30000,petrol,individual,manual,first owner,19.1,1197.0
hyundai i20 asta option 1.2,2016,650000,35000,petrol,individual,manual,first owner,18.6,1197.0
maruti swift dzire ldi,2016,500000,35000,diesel,individual,manual,first owner,26.59,1248.0
mahindra xuv500 w10 2wd,2017,1350000,25000,diesel,individual,manual,first owner,16.0,2179.0
volkswagen ameo 1.5 tdi comfortline,2018,600000,40000,diesel,individual,manual,first owner,21.66,1498.0
hyundai creta 1.6 crdi sx plus,2017,1200000,25000,diesel,individual,manual,first owner,19.67,1582.0
hyundai grand i10 sportz,2017,550000,23456,petrol,dealer,manual,first owner,18.9,1197.0
mahindra xuv500 w10 2wd,2015,1225000,39000,diesel,dealer,manual,first owner,16.0,2179.0
honda wr-v i-vtec s,2017,700000,15000,petrol,individual,manual,first owner,17.5,1199.0
maruti swift dzire vdi,2013,530000,40000,diesel,individual,manual,first owner,23.4,1248.0
chevrolet beat lt,2010,150000,70000,petrol,individual,manual,first owner,18.6,1199.0
maruti swift dzire vxi,2014,475000,40000,petrol,individual,manual,first owner,19.1,1197.0
mahindra scorpio slx 4wd,2008,375000,136500,diesel,individual,manual,fourth & above owner,12.7,2609.0
mahindra kuv 100 mfalcon d75 k6 plus,2016,425000,70000,diesel,individual,manual,second owner,25.32,1198.0
honda city i dtec vx,2015,800000,90000,diesel,individual,manual,second owner,25.1,1498.0
maruti 800 dx,1996,40000,32000,petrol,individual,manual,second owner,16.1,796.0
maruti wagon r amt vxi option,2018,509999,8000,petrol,individual,automatic,second owner,20.51,998.0
toyota etios liva vd,2015,387000,170000,diesel,individual,manual,first owner,23.59,1364.0
maruti alto 800 vxi,2014,235000,25000,petrol,individual,manual,first owner,22.74,796.0
tata sumo se plus bsii,2000,95000,120000,diesel,individual,manual,fourth & above owner,12.2,1948.0
maruti swift vdi bsiii,2010,340000,110000,diesel,individual,manual,third owner,17.8,1248.0
mahindra xuv500 w6 2wd,2016,1000000,100000,diesel,individual,manual,first owner,16.0,2179.0
ford ikon 1.4 tdci duratorq,2009,160000,115000,diesel,individual,manual,second owner,13.8,1399.0
mahindra scorpio slx 4wd le,2008,365000,120000,diesel,individual,manual,fourth & above owner,12.7,2609.0
skoda fabia 1.2l diesel elegance,2011,300000,265000,diesel,individual,manual,second owner,20.86,1199.0
maruti swift vdi bsiii,2008,260000,90000,diesel,individual,manual,second owner,17.8,1248.0
honda jazz v cvt,2018,860000,40000,petrol,individual,automatic,first owner,18.2,1199.0
hyundai verna 1.6 xi abs,2008,114999,55000,petrol,individual,manual,second owner,13.9,1599.0
maruti alto lxi,2007,100000,90000,petrol,individual,manual,second owner,19.7,796.0
volkswagen vento 1.5 tdi highline,2014,565000,111000,diesel,individual,manual,first owner,20.34,1498.0
mahindra xylo e4 bs iii,2013,450000,120000,diesel,individual,manual,second owner,11.68,2498.0
maruti baleno zeta 1.2,2017,625000,15000,petrol,individual,manual,first owner,21.4,1197.0
maruti alto 800 vxi,2016,280000,30000,petrol,individual,manual,second owner,22.74,796.0
maruti alto k10 vxi,2017,330000,50000,petrol,individual,manual,first owner,23.95,998.0
hyundai creta 1.6 crdi anniversary edition,2015,1300000,40000,diesel,individual,manual,first owner,19.67,1582.0
tata indica v2 glx bsiii,2008,65000,50000,petrol,individual,manual,second owner,15.3,1396.0
tata tiago 1.2 revotron xz,2018,480000,45000,petrol,individual,manual,second owner,23.84,1199.0
tata tiago 1.05 revotorq xz,2016,400000,35000,diesel,individual,manual,second owner,27.28,1047.0
tata new safari dicor 2.2 gx 4x2,2009,500000,80000,diesel,individual,manual,first owner,13.93,2179.0
mahindra xylo e4 abs bs iv,2012,320000,120000,diesel,individual,manual,first owner,11.68,2498.0
mahindra xuv500 w8 2wd,2014,750000,90000,diesel,individual,manual,second owner,15.1,2179.0
mahindra bolero power plus sle,2017,620000,100000,diesel,individual,manual,first owner,16.5,1493.0
maruti swift dzire zdi,2011,300000,120000,diesel,individual,manual,third owner,19.3,1248.0
hyundai creta 1.6 sx option executive,2018,1405000,15000,petrol,individual,manual,first owner,15.8,1591.0
maruti alto 800 lx,2017,282000,15000,petrol,individual,manual,first owner,24.7,796.0
maruti swift dzire amt vxi,2017,700000,15000,petrol,individual,automatic,first owner,21.21,1197.0
ford figo aspire 1.5 tdci titanium,2017,700000,70000,diesel,individual,manual,first owner,25.83,1498.0
ford ecosport 1.5 tdci titanium bsiv,2015,600000,135000,diesel,individual,manual,first owner,22.77,1498.0
skoda rapid 1.6 tdi ambition,2012,290000,80000,diesel,individual,manual,second owner,20.5,1598.0
chevrolet cruze ltz at,2011,430000,80000,diesel,individual,automatic,second owner,18.1,1991.0
hyundai i20 1.2 magna executive,2017,575000,19000,petrol,individual,manual,first owner,18.6,1197.0
hyundai creta 1.6 vtvt e plus,2017,875000,42000,petrol,individual,manual,first owner,15.29,1591.0
maruti wagon r lxi bsiii,2010,180000,77000,petrol,individual,manual,first owner,18.9,998.0
maruti ritz vdi,2012,229999,120000,diesel,individual,manual,first owner,23.2,1248.0
toyota glanza g cvt,2019,800000,10000,petrol,individual,automatic,first owner,19.56,1197.0
chevrolet spark 1.0 lt option pack w/ airbag,2009,60000,110000,petrol,individual,manual,third owner,16.5,995.0
maruti sx4 vxi bsiii,2009,150000,110000,petrol,individual,manual,first owner,15.0,1586.0
tata indigo grand dicor,2007,100000,90000,diesel,individual,manual,third owner,23.57,1396.0
hyundai creta 1.6 gamma sx plus,2015,900000,90000,petrol,individual,manual,first owner,15.29,1591.0
hyundai i20 1.4 asta option,2018,850000,50000,diesel,individual,manual,first owner,22.54,1396.0
chevrolet beat diesel lt,2014,220000,50000,diesel,individual,manual,first owner,25.44,936.0
maruti alto 800 lxi,2014,250000,40000,petrol,individual,manual,second owner,22.74,796.0
tata indica vista quadrajet ls,2012,125000,120000,diesel,individual,manual,first owner,22.3,1248.0
tata tiago 1.2 revotron xt,2017,400000,40000,petrol,individual,manual,first owner,23.84,1199.0
maruti 800 std,2002,50000,62000,petrol,individual,manual,first owner,16.1,796.0
hyundai verna vtvt 1.6 sx option,2018,1000000,10000,petrol,individual,manual,first owner,17.0,1591.0
honda city i dtec vx,2014,600000,160000,diesel,individual,manual,first owner,25.1,1498.0
hyundai i20 1.2 asta,2010,250000,60000,petrol,individual,manual,first owner,17.0,1197.0
mahindra bolero sle,2009,310000,110000,diesel,individual,manual,first owner,13.6,2523.0
maruti wagon r vxi,2005,120000,60000,petrol,individual,manual,fourth & above owner,18.9,998.0
mahindra xylo e4 bs iii,2014,390000,78000,diesel,individual,manual,first owner,11.68,2498.0
hyundai santro sportz bsiv,2019,458000,30000,petrol,individual,manual,first owner,20.3,1086.0
ford ecosport 1.5 diesel titanium bsiv,2018,950000,20000,diesel,individual,manual,first owner,23.0,1498.0
maruti swift dzire vxi 1.2 bs iv,2017,650000,21000,petrol,individual,manual,first owner,22.0,1197.0
maruti swift star vdi,2013,400000,70000,diesel,individual,manual,first owner,22.9,1248.0
hyundai grand i10 at asta,2015,400000,70000,petrol,individual,automatic,second owner,18.9,1197.0
maruti alto lx,2006,100000,42500,petrol,individual,manual,first owner,19.7,796.0
hyundai i10 asta,2012,350000,25000,petrol,individual,manual,first owner,20.36,1197.0
tata aria prestige 4x2,2013,450000,80000,diesel,individual,manual,second owner,13.7,2197.0
mahindra scorpio 2.6 dx,2006,350000,90000,diesel,individual,manual,first owner,12.7,2609.0
volkswagen polo diesel trendline 1.2l,2010,250000,80000,diesel,individual,manual,fourth & above owner,22.07,1199.0
mahindra bolero 2011-2019 zlx,2013,450000,146000,diesel,individual,manual,second owner,15.96,2523.0
maruti 800 ac bsiii,2013,157000,47200,petrol,individual,manual,third owner,16.1,796.0
mahindra xuv500 w11 option bsiv,2018,1500000,60000,diesel,individual,manual,first owner,15.1,2179.0
tata indica gls bs iv,2007,75000,100000,petrol,individual,manual,second owner,15.3,1193.0
chevrolet tavera b1-10 seats bsii,2010,280000,100000,diesel,individual,manual,second owner,14.8,2499.0
tata sumo cx,2012,250999,120000,diesel,individual,manual,fourth & above owner,15.3,2956.0
toyota corolla altis 1.8 sport,2010,350000,80000,petrol,individual,manual,second owner,12.5,1794.0
renault kwid 1.0 rxt optional,2016,300000,34000,petrol,individual,manual,first owner,23.01,999.0
renault duster 85ps diesel rxs,2017,819999,50000,diesel,individual,manual,first owner,19.87,1461.0
tata indigo tdi,2010,409999,100000,diesel,individual,manual,second owner,19.61,1405.0
hyundai verna 1.6 xi abs,2008,275000,52000,petrol,individual,manual,second owner,13.9,1599.0
maruti ertiga vdi,2013,497000,110000,diesel,individual,manual,first owner,20.77,1248.0
hyundai i20 asta 1.2,2015,500000,70000,petrol,individual,manual,first owner,18.6,1197.0
mahindra bolero 2011-2019 camper,2006,170000,120000,diesel,individual,manual,second owner,14.0,2523.0
isuzu mux 2wd,2019,2700000,10000,diesel,individual,automatic,first owner,13.8,2999.0
ford ecosport 1.5 diesel titanium bsiv,2019,975000,30000,diesel,individual,manual,first owner,23.0,1498.0
ford aspire trend plus,2018,620000,15000,petrol,individual,manual,first owner,20.4,1194.0
honda city i-vtec cvt zx,2019,1227000,5000,petrol,individual,automatic,first owner,18.0,1497.0
ford ecosport 1.5 diesel titanium plus bsiv,2018,950000,40000,diesel,individual,manual,first owner,23.0,1498.0
mg hector smart dct,2019,1700000,16500,petrol,dealer,automatic,first owner,13.96,1451.0
maruti ertiga vdi,2014,545000,110000,diesel,individual,manual,first owner,20.77,1248.0
maruti swift vdi,2011,400000,72000,diesel,individual,manual,first owner,22.9,1248.0
maruti baleno sigma 1.3,2015,562000,60000,diesel,individual,manual,first owner,27.39,1248.0
tata sumo se,2002,96000,120000,diesel,individual,manual,first owner,14.07,2956.0
mitsubishi lancer 2.0 lxd,1999,155000,100000,diesel,individual,manual,third owner,14.8,1998.0
maruti swift vdi bsiv,2009,210000,120000,diesel,individual,manual,fourth & above owner,19.462816502829906,1430.789693178433
ford fiesta 1.5 tdci titanium,2015,590000,80000,diesel,individual,manual,first owner,25.01,1498.0
hyundai xcent 1.1 crdi s,2016,350000,120000,diesel,individual,manual,second owner,24.4,1120.0
maruti ignis 1.2 zeta bsiv,2017,484999,30000,petrol,individual,manual,first owner,20.89,1197.0
tata indica vista tdi ls,2015,240000,110000,diesel,individual,manual,second owner,19.1,1405.0
toyota innova 2.5 g (diesel) 8 seater bs iv,2008,500000,219000,diesel,individual,manual,second owner,12.8,2494.0
maruti alto 800 lxi,2017,300000,80000,petrol,individual,manual,first owner,24.7,796.0
maruti ciaz rs zdi plus shvs,2016,750000,80000,diesel,individual,manual,first owner,28.09,1248.0
maruti swift dzire vxi,2016,574000,35000,petrol,individual,manual,second owner,20.85,1197.0
tata indica vista quadrajet 90 vx,2013,200000,167000,diesel,individual,manual,first owner,22.3,1248.0
hyundai creta 1.6 crdi sx option,2016,1100000,94000,diesel,individual,manual,first owner,19.67,1582.0
hyundai santro xing gl plus,2012,350000,80000,petrol,individual,manual,first owner,17.92,1086.0
maruti 800 dx,1998,70000,100000,petrol,individual,manual,second owner,16.1,796.0
ford ikon 1.3 flair,2005,120000,90000,petrol,individual,manual,second owner,13.8,1299.0
toyota innova 2.5 g (diesel) 7 seater,2012,700000,246000,diesel,individual,manual,second owner,12.99,2494.0
maruti baleno sigma 1.2,2019,500000,10000,petrol,individual,manual,first owner,21.4,1197.0
tata indigo cs ls (tdi) bs-iii,2016,370000,90000,diesel,individual,manual,first owner,19.09,1405.0
tata tigor 2017-2020 xz plus,2019,600000,5200,petrol,individual,manual,first owner,20.3,1199.0
maruti zen lx - bs iii,2006,100000,120000,petrol,individual,manual,second owner,17.3,993.0
maruti swift vdi,2013,409999,90000,diesel,individual,manual,second owner,22.9,1248.0
honda city i vtec cvt sv,2016,750000,50000,petrol,individual,automatic,first owner,18.0,1497.0
hyundai grand i10 1.2 kappa asta,2017,600000,5000,petrol,individual,manual,first owner,18.9,1197.0
mahindra kuv 100 g80 k8 dual tone,2018,550000,10500,petrol,individual,manual,first owner,18.15,1198.0
